UserId,ItemId
2044,275 762 496 3181 780 2463 1409 1352 2738 1116 719 1059 637 1615 981 573 2845 862 1812 3139 2299 1892 2717 795 267 3176 2514 1023 2024 2837 1860 579 2971 2326 1513 384 1799 2005 2162 3248 332 221 1786 1112 594 1407 828 1624 662 2940
2045,1260 294 2661 1195 486 1715 2494 422 1868 1321 1795 259 865 3040 2845 637 3176 2392 1435 571 2685 1001 313 3162 2259 3031 275 1474 938 228 1099 128 2537 1958 719 1132 1529 968 905 1353 2470 2611 1770 2178 2018 2206 1200 397 1056 2821
2046,1575 1474 1975 1224 1154 2431 938 231 505 1002 358 2217 1896 2811 751 319 1200 2810 2977 1088 676 91 2392 2546 2385 2470 825 2196 3241 829 1432 155 1964 1770 3194 2537 987 3210 2930 2887 1129 836 2164 1383 1325 2413 1797 1240 2648 2885
2047,1386 1465 2514 1575 1956 2022 2024 231 505 1693 496 471 2463 1835 770 2455 1868 2885 702 1197 1193 2940 865 3229 945 2222 1949 2108 1307 663 3127 3178 2039 2034 3041 1648 1034 719 706 2706 1860 2855 2541 1023 2066 417 2818 1195 1923 2939
2048,275 1761 3176 2837 1868 1958 3040 164 3147 1743 426 1127 2821 2178 2332 1000 2661 678 2791 1444 1106 1020 892 1347 2124 1409 988 1954 1321 619 1987 2107 1196 895 741 1132 1150 522 2688 1681 960 1057 2295 2392 2531 2607 2174 370 443 1203
2049,2431 856 1154 1299 2811 1474 2406 1129 2196 1432 1117 2866 1045 1896 2957 1596 1386 2959 2474 2841 1317 2022 1002 2550 394 2164 629 1686 2652 2889 1054 1268 2546 692 836 2541 1240 517 2351 1797 155 2115 2129 3150 465 2297 751 1200 2217 1088
2050,868 987 2428 1060 241 596 266 523 2182 1289 2850 405 1306 1071 381 2351 3091 2963 2802 1475 2171 2057 288 3039 251 1879 738 465 2666 1122 3189 650 2211 2810 1137 853 2302 1575 2782 1567 1183 3118 2311 1117 3250 2216 230 921 852 2533
2051,1770 1200 2470 1575 1239 2350 454 3220 1474 2537 2182 2810 964 869 1213 2232 719 2862 2117 2472 294 2885 2070 1226 1455 3118 637 644 1868 2958 2696 2937 2087 490 2022 2555 2464 2652 981 1443 465 553 517 1722 2055 783 1197 115 1195 1941
2052,2350 3241 3087 1922 1643 3090 938 1498 2115 1237 1470 2135 2841 2726 803 3233 192 2470 2754 910 945 1290 465 231 3059 1289 2750 181 1956 1122 1714 1641 2770 296 2977 655 3142 2807 3084 2311 1990 814 1307 255 2875 2835 91 2320 2179 1348
2053,1339 422 1462 197 204 695 1120 468 2011 2371 848 1529 2722 2677 3003 2309 1386 1360 3202 2060 1663 2096 2108 1902 764 1332 1379 1773 3198 14 2258 1641 3242 2817 1468 284 549 214 1847 1137 244 1700 3022 2262 1838 2841 2769 271 3209 2962
2054,919 3105 2022 1197 2832 1494 1046 2855 2527 822 1218 1026 471 1602 1556 987 470 1496 2986 35 2976 346 334 1239 2781 1988 2464 1577 1812 3176 2548 2514 924 1106 1765 1737 1456 283 1321 1969 971 1657 1605 450 1756 2573 168 2685 51 415
2055,471 3037 1405 277 1034 363 46 1295 644 1765 1130 13 1505 1324 505 1195 1290 486 3068 2902 842 3186 1575 2483 1343 571 1673 1456 1896 2977 3041 2208 2855 1720 1603 299 1031 1735 2508 2997 2350 457 231 1942 1857 3184 1325 1300 1556 1422
2056,2455 2173 3142 505 830 837 3186 842 1195 1115 1673 2007 402 2921 2380 2928 1828 3079 2174 2445 2127 1386 1765 2464 1048 465 697 294 3182 1349 2990 741 960 1730 585 3206 277 335 2351 637 2034 1200 1424 1130 1185 2444 745 712 1755 2312
2057,2320 2885 100 1784 465 2875 964 1239 1048 783 1213 865 2810 1023 2750 1868 1443 1348 1941 1195 275 115 346 2398 1737 471 1800 644 2855 3189 1818 2072 1558 1060 2441 2976 296 167 2428 333 1755 3237 255 1106 2616 2514 712 505 609 521
2058,2645 1456 361 1812 2508 496 2185 1351 865 1031 2828 334 2832 1575 1417 1046 919 3026 296 1290 2527 1858 2384 1298 1185 1116 579 2956 277 1218 2537 2190 2299 479 2979 363 2807 1765 3044 821 1509 1614 358 454 2464 1603 984 1307 1496 1521
2059,2222 2350 505 2066 457 589 486 2855 1673 361 2514 296 1871 1307 170 1031 1765 2899 3068 1417 2299 2291 1573 2100 2536 2664 217 2022 2282 494 1853 1829 387 2127 2034 2997 465 1424 1386 1812 3209 1745 117 3079 593 346 1521 1720 2470 2031
2060,981 2193 865 3031 2392 1722 294 164 1262 231 2455 2537 2525 637 2283 2474 1474 2805 1170 2050 719 307 2299 545 976 892 2837 2470 370 2476 1325 706 1192 475 2117 1681 3147 1770 2981 2339 1529 3142 2971 2939 1020 2764 2275 2115 1938 505
2061,2464 1193 457 1956 663 2651 865 1693 3127 1949 1200 2928 3037 1455 1034 1102 2536 1048 1673 517 494 2463 2885 277 1681 2320 767 2066 2030 3229 1424 2537 1734 1059 2547 698 1197 471 1268 1023 918 1604 3231 706 166 1786 296 2622 1800 1868
2062,1386 2022 706 465 1942 1673 2127 1200 1195 167 2350 2464 938 2652 2726 1857 2299 865 3037 277 1474 517 2750 1324 2351 1185 1871 1505 1443 1325 2455 1193 2470 719 3241 1868 275 2312 2115 1812 2757 361 655 2841 1290 697 2222 1770 1424 2537
2063,2885 2022 1200 1575 465 2537 2855 2726 505 2464 471 1193 1197 167 517 1474 2350 644 1812 2470 2312 1868 1443 2351 1755 1800 1195 1325 1268 2750 384 231 1673 938 2299 1295 296 2940 1307 609 637 275 783 2031 1423 1784 719 3209 1031 457
2064,505 2537 494 2845 2024 2007 2312 770 1336 719 3178 1474 1868 3078 2034 3041 1405 1193 2455 2320 18 2022 968 938 1648 1949 1693 783 2039 1195 2902 2031 3032 457 1770 981 1923 1196 3209 1673 2180 1325 2470 384 2299 702 2706 2946 3127 1835
2065,2885 1200 987 938 2320 1956 3194 3229 2470 1474 609 2940 521 865 1268 454 1579 2841 2031 1088 255 1245 644 1336 3181 1975 119 2537 1060 2384 25 31 602 100 1875 1348 1575 1241 2652 1023 783 2616 2855 1185 1197 490 1964 814 296 2944
2066,91 358 2977 1154 2413 2546 2196 2811 2937 3241 2217 3220 692 1861 1896 1975 1432 1224 829 1268 231 1117 3150 1686 319 2428 1299 987 423 2470 751 2297 836 1195 2696 876 2957 1969 1383 505 2474 458 2164 192 1938 1770 2887 2866 2305 2550
2067,1034 2940 1575 2885 2312 505 2464 1693 2514 1474 1195 307 2066 3041 299 167 865 2537 3209 2173 1770 1749 496 296 1417 756 259 3109 1193 2470 1295 1185 3037 2547 2299 2217 1673 417 2108 1006 18 1307 1063 331 964 1405 863 2827 485 3181
2068,2958 2320 1575 2350 275 2726 100 719 2133 2087 362 1239 2652 1722 2070 2944 241 1455 1770 3237 294 157 3118 865 1196 231 588 2111 2875 1474 454 1200 868 2537 2688 1628 1991 935 2466 234 2163 2937 2874 1032 964 1125 1365 2431 1868 1195
2069,275 2726 1443 1200 1386 2885 698 2537 100 1722 1956 1348 2971 2464 1575 814 2855 644 1812 491 2862 2299 2117 1567 2455 443 2470 1156 515 2750 783 2350 1106 2232 501 280 1942 2466 1369 988 1399 1544 2312 1857 417 945 1193 3187 1871 277
2070,2652 1656 1197 1185 1474 3078 465 719 84 1020 968 2470 2645 1857 2757 505 2351 117 1942 706 3041 2466 2944 1195 964 2350 2163 2799 1567 3118 1348 294 2986 2464 2031 2384 2338 100 3206 2696 3142 1770 3032 1837 59 2299 1032 48 2551 2750
2071,2724 2022 1386 2351 2312 545 1197 2193 2885 3236 958 1237 1200 2651 2464 2182 865 3089 2111 465 1348 1812 3118 2537 971 938 1573 1417 1868 1213 1697 1956 1268 490 2940 2031 525 1362 475 2361 702 2855 697 259 1307 1193 505 2318 1185 1156
2072,1046 517 266 1498 2994 470 2171 1560 2022 1396 59 1371 1031 2299 2081 2652 3130 2563 167 521 1486 2217 3068 808 1757 1812 2855 1268 945 2035 491 91 596 702 957 1279 1941 609 852 1422 669 964 2956 2850 488 1239 936 380 2810 1643
2073,2193 1949 2024 865 981 719 1465 1193 2514 1348 702 3078 1034 1325 1059 1200 294 3118 2320 968 1474 1405 2007 1770 1386 384 1812 2470 1793 417 1861 494 2039 3231 1268 3032 412 750 1237 1197 2351 2724 226 2180 2455 756 2706 2885 976 573
2074,2182 2726 2805 719 698 3237 1681 275 2651 401 2007 1575 181 2415 1722 1189 1755 2445 2099 2380 1318 865 2320 1455 2782 1325 714 2553 489 1386 2174 3035 1365 92 3118 2855 706 471 164 2885 2525 457 1614 231 545 1167 1891 1200 384 372
2075,865 719 1693 678 2066 2222 496 1185 384 621 2312 1424 2537 46 2971 1325 402 2339 3142 443 1860 299 2463 1734 2024 1407 1200 3031 968 1456 370 2855 1923 3231 465 2115 1949 2117 1156 2464 2997 1474 486 2664 1881 1203 938 1119 3176 417
2076,2299 3109 2706 2536 3209 1744 3118 1677 2022 1573 2850 294 865 2458 545 1860 277 1023 2928 1307 1455 1197 2623 412 299 2318 621 18 719 259 799 2403 1092 3041 302 0 2435 1829 1112 496 2470 3010 2622 2885 2805 2463 471 1889 465 1697
2077,954 2431 1154 1975 825 319 358 1317 2196 2631 714 2959 1054 91 2841 1002 1088 2930 119 505 2464 1861 2546 2392 629 25 2887 1432 2193 2129 1797 1268 1299 155 2297 1006 751 836 655 394 1200 1269 676 2306 2164 2406 3194 275 865 1240
2078,593 847 170 1521 13 228 836 3186 954 486 2865 2879 490 2811 2977 39 334 335 1915 231 2627 1054 2638 1781 1680 2113 2700 1533 714 1115 837 294 2902 1731 1119 2350 2661 655 192 1156 1556 3142 1130 585 1846 1868 2685 2921 2333 2742
2079,100 517 2875 2470 2652 1922 2179 1371 1737 1991 3059 1071 266 14 521 181 868 2688 1714 1318 1643 748 479 2964 230 2171 1990 168 2937 2435 3233 501 255 3130 2393 1560 2649 2782 1289 251 2236 1122 465 2855 1736 3091 2111 870 192 2714
2080,2312 2833 2464 678 2320 1023 1684 976 1648 2944 417 333 2862 2466 1474 1127 2128 3092 1941 2710 2837 1881 1325 2295 1465 1949 1784 3181 876 1984 443 1000 2791 1409 234 1399 475 471 147 1755 1034 1030 358 1635 1558 3189 2124 691 2652 2232
2081,1031 2899 1130 2483 1767 1603 1422 2959 1046 3167 1054 1594 1505 3184 1986 124 110 770 277 954 2913 1896 2100 2299 1195 663 1317 1156 369 162 1765 2514 1829 2902 398 3216 86 723 1324 2627 3205 1874 1556 1757 2563 327 494 248 2725 3194
2082,1325 1405 1812 2464 275 1156 1295 676 2312 496 1197 2959 1673 457 119 637 2306 2602 1307 2930 2997 1343 1857 243 1443 1734 1942 825 1002 2940 517 2664 836 384 981 1975 1369 2645 2460 2750 2547 515 296 417 1154 1059 2196 3220 1006 1116
2083,1465 2940 1193 496 2039 1693 1348 275 1749 2222 2831 1868 756 1200 1793 2706 494 84 1455 2179 427 2463 1059 2549 3127 2536 2180 584 2651 662 3086 2031 221 2608 2034 2351 117 2885 945 1648 1307 594 3229 2818 2339 3109 291 273 1907 1889
2084,2350 803 3059 1371 1714 2652 1818 1060 1722 2964 1239 1498 702 255 1106 1643 3233 168 748 1071 14 2393 3130 1443 2874 1560 870 381 3087 1879 2754 720 1046 2198 2179 1612 761 181 2057 3236 1237 1396 2035 346 238 2343 2236 2666 1741 2463
2085,1224 465 231 3148 2537 1269 2652 2470 1560 3241 2940 2474 2957 1812 2024 719 968 1185 470 697 2392 1470 1949 91 1755 3231 2547 3181 2031 1071 1770 2306 2193 756 2262 2030 767 2299 1325 2108 266 1922 1681 1443 1268 100 2855 2738 2688 2285
2086,1637 2463 1023 1907 2108 695 1465 2549 2024 1198 3248 1586 1575 1244 21 1200 2403 859 2005 1185 427 2514 2814 2031 3229 2783 3013 3032 2312 848 1786 2547 1662 1013 2039 1889 2180 18 783 175 1870 716 2030 2125 2873 2567 1793 84 865 417
2087,981 2022 490 1034 1377 307 147 2885 1386 1362 1922 964 2810 346 1941 1001 553 2464 2855 2193 266 2070 471 2431 362 491 2805 1239 163 3181 2232 2182 431 2087 2652 2460 2724 91 3236 545 1185 3220 1681 1226 2163 1861 1915 1520 783 405
2088,2940 1185 1868 231 465 333 2306 2312 2392 1224 1949 2514 119 968 2193 2024 2547 898 2885 2474 1193 954 2031 2351 1348 3229 697 2030 1812 702 3142 3032 1770 862 3041 3194 1197 3231 1465 1002 3078 2463 783 2470 2115 1269 2206 2814 1059 2117
2089,2350 1956 2541 2470 2652 1237 1722 2850 748 3233 470 1297 2964 1071 3059 870 803 2726 241 1990 1371 3091 91 1289 225 168 306 1818 773 2874 501 761 1612 2371 2464 1714 1770 2825 2688 165 2940 1117 532 1120 3087 2719 1023 1643 1198 1043
2090,1770 2724 1922 2638 2312 545 958 2464 1195 431 2270 3089 1377 3236 1386 971 1130 2022 1956 2810 2651 2193 465 475 471 1697 490 2855 2291 865 1200 1307 2514 525 1141 1941 1197 405 1812 1213 1156 521 270 2111 2496 1268 2940 2537 2182 457
2091,3178 18 275 1949 412 865 2547 1386 1193 1200 2514 2312 2537 3078 1786 1336 1575 465 84 1868 2022 2180 2108 2536 1023 2549 2031 2144 767 2814 1348 2463 427 783 1681 2030 663 859 1860 2885 584 505 2403 702 2007 918 2005 1835 1013 1875
2092,1197 2350 1386 1575 1295 2885 1673 3037 2455 2022 465 1200 2652 2726 296 277 167 1195 644 505 2222 2902 2805 1871 2299 2464 2127 964 384 170 1505 3109 2470 2066 2006 2312 2320 1324 663 2173 1942 842 2750 1857 1784 1325 117 3186 1923 3241
2093,1195 2661 2810 637 553 1635 1770 1213 598 1941 1613 2385 1521 13 2521 294 1362 2809 3162 1001 2217 2537 2931 2971 1226 1132 1871 1048 1614 2805 1720 593 988 847 677 590 981 964 64 842 3040 1119 1784 651 1853 971 704 1377 2380 1781
2094,1474 2431 714 829 2306 358 1268 2316 3210 505 337 2546 3220 394 1938 2352 91 1299 2537 2594 2305 553 629 655 981 2129 2550 1797 2866 2779 1383 2648 1129 1681 1088 692 2970 2921 1770 1015 1203 2889 2971 3241 1415 1895 1240 163 2499 1185
2095,954 2193 987 1185 702 2022 1386 1861 2930 1197 3210 1896 2392 2940 294 655 676 865 2885 25 1348 2024 2312 825 2631 465 2470 2855 2805 1470 2179 1922 3241 243 319 1054 1812 1156 1002 1942 1193 719 517 1200 2514 2541 1317 2031 1269 358
2096,231 2464 865 505 2537 1200 465 1193 1325 2299 1868 1197 1474 2024 1465 2928 714 702 167 117 706 384 1693 517 1034 2652 1365 1871 2117 3142 1295 1195 2339 277 637 1156 2841 2351 1237 770 417 2179 1949 1770 2770 2463 3109 644 18 1307
2097,423 2726 346 2976 2875 2986 1239 868 1402 1371 497 48 1577 2384 2933 2176 2338 957 2393 272 2147 2398 2320 1498 720 1197 1784 3241 1370 45 448 1602 2841 2616 748 1494 2478 1396 2544 1567 1560 1857 3233 1200 3014 2182 1195 1956 1117 1280
2098,3032 2514 697 2549 770 2180 2312 275 2024 1465 2144 1336 1348 1693 496 2547 84 333 1023 1637 427 2022 494 3248 465 859 663 2885 2222 77 756 1134 3123 1575 417 3013 1013 1889 719 1455 1835 2706 273 1662 783 2030 3127 3110 2455 2351
2099,1020 2173 2651 637 2977 2320 1200 331 515 865 1784 1868 1197 1295 1474 275 2350 1575 1443 545 2946 1871 2339 988 1941 719 1307 294 1857 1048 1034 147 655 1268 490 2380 1567 1195 167 384 426 2299 1156 100 938 553 830 1365 214 2652
2100,100 501 2885 1197 2541 1990 596 2933 2111 2964 2537 2428 3091 2651 275 1046 2805 2514 865 1289 1214 1681 1371 1122 1213 3090 1868 2770 2782 2940 2312 748 1195 719 1196 1200 553 490 168 1474 2031 2714 1060 1494 333 2217 1602 465 1715 1748
2101,1156 1673 3037 1575 1942 2351 2997 1034 1857 719 117 2645 1200 1290 1455 2664 2312 1422 2757 2841 1195 637 2928 363 1871 1734 1031 2117 697 231 2750 1735 3206 2185 294 2899 1135 1693 1365 2470 384 1770 1348 491 3040 515 2127 672 1407 1351
2102,1799 1465 1198 412 2077 1586 230 273 291 221 2549 2608 1336 767 2698 1455 2013 1907 2515 1330 802 275 2523 1681 1696 716 1667 1244 427 2567 1409 1569 918 1870 1662 1865 325 2864 2547 3110 1196 2005 828 719 21 2463 702 2873 2392 1682
2103,2726 2022 465 1567 2750 2986 1770 1575 497 296 1088 2976 48 2937 1197 3142 3237 3049 3052 2384 3241 1614 1651 2696 1239 443 1973 865 384 457 2875 2173 1193 2595 1292 2044 3079 1868 1254 280 1295 1520 3064 1325 2127 490 2841 770 2537 2921
2104,1386 2464 517 1673 2299 1956 275 865 2320 2855 2885 719 1575 117 2312 2351 2541 1193 1034 496 2537 457 1681 1868 2726 716 1734 1197 1307 3209 1455 3181 2024 2928 1443 167 3078 2030 938 2179 2750 1237 2997 1465 1770 3231 968 945 1116 1348
2105,454 490 423 2937 471 2338 865 2464 3220 1812 1154 1026 2944 1001 91 2398 358 186 553 1197 1239 1941 2031 497 1185 2163 3142 3049 3014 1443 2325 2855 275 100 3052 856 292 2384 2940 2351 384 3008 2631 2387 1432 706 1130 1002 3209 167
2106,1200 2726 2320 2537 1770 783 1575 423 505 2351 2022 3220 1868 2470 2661 465 1386 490 1715 2652 2885 1268 2464 1088 3209 2350 2527 637 1106 517 3040 1185 938 2217 1443 471 2546 2645 1861 2541 2551 987 2431 644 2031 346 2312 3176 2810 2976
2107,2726 517 100 2350 465 2022 1956 1770 2541 2616 2750 1567 1239 2464 964 115 3209 1737 2937 748 1818 454 1060 2875 865 346 1268 2551 48 987 814 2883 2472 803 3049 255 470 1197 2855 2182 380 2198 521 1498 2696 1941 491 296 2351 3236
2108,1575 2350 2320 1200 2885 1784 2661 637 2651 719 2805 490 2173 1474 1197 2351 1567 486 783 1365 167 2299 147 465 1722 3118 384 2006 1034 2537 1156 2652 443 741 2527 1614 964 3040 847 1295 3220 981 1455 644 545 2232 3031 2902 2398 2862
2109,1575 1268 2810 553 98 876 2217 1213 3189 2182 2380 1362 2809 651 776 677 1055 2385 1048 2651 829 734 231 1804 1547 2193 2499 2159 981 1558 1868 1613 1770 3106 1195 2350 2470 1976 471 2072 3150 590 2726 1200 2474 1475 490 2734 1957 1152
2110,1575 266 1034 2320 865 2193 2537 3181 2464 1922 2312 1200 2022 333 2380 1386 2810 3209 1868 2351 2651 1268 2885 1195 2958 465 2182 490 98 525 1455 1193 231 1956 505 1197 545 1812 2514 2940 2878 719 3089 1213 1362 2602 2638 3189 1941 938
2111,496 1575 1034 2299 2514 2706 2786 2464 277 1197 2885 2312 505 2651 625 1082 3071 968 2034 79 1195 471 1812 847 2411 2952 457 662 1193 2455 756 2031 2376 1614 2351 2977 1693 706 2805 987 1861 3231 3037 333 3139 1044 1242 3026 1956 2940
2112,1200 865 1868 2726 275 719 637 1474 231 1268 3092 2971 981 856 706 443 2805 2977 2966 1185 2193 3031 1386 3189 1871 2525 2182 384 2022 3147 783 2455 3220 2350 3142 1362 471 100 1195 2380 2392 1635 490 876 1941 2117 2810 3237 280 1567
2113,938 517 2885 2616 1386 1197 2541 1818 1474 856 91 255 2217 1443 3241 1268 1575 2431 2474 2959 2652 2855 2464 2351 231 2726 1432 319 2320 2841 1956 521 1396 3209 479 702 3150 1156 2977 1060 1224 1942 1200 1046 168 358 2750 1470 119 458
2114,2115 876 1034 1362 1268 1455 865 655 677 2299 698 243 1804 505 2431 2958 1474 335 1598 1755 553 1475 405 1868 1317 598 2070 2182 1200 829 2312 2921 1871 1896 3150 1852 2537 1770 372 938 651 471 163 1686 3092 3189 234 2007 1365 1405
2115,1956 412 2144 2554 1155 3209 2873 1889 1744 230 249 131 750 702 2403 1820 1662 3022 2698 3114 1506 2549 1078 2327 2650 18 85 941 594 42 2047 1053 329 1865 2608 2120 3131 1193 770 848 1336 2458 1348 2320 1232 2760 1245 77 521 517
2116,938 1336 2022 1474 2320 3022 2470 2724 2087 454 1575 3194 2977 865 1784 2351 2855 1193 2726 18 3032 964 2652 59 987 157 2940 490 2031 954 91 3178 2171 1348 2631 1197 2163 319 2039 100 644 2312 119 1245 1429 518 3236 1268 1975 1681
2117,1386 2022 2537 1034 417 496 1956 465 2885 3209 2024 2350 1023 719 2652 333 2541 2351 1195 1348 706 1443 1812 1185 697 702 2726 517 756 1681 609 2455 2547 958 2855 1156 1949 1800 457 277 2971 2031 2179 644 770 2463 1465 2706 1693 637
2118,505 2174 706 384 2006 783 1455 1200 2222 960 1465 2464 2350 2299 2726 370 637 2845 92 1365 1868 3139 2320 3176 465 1672 2525 2463 3156 3142 1784 2099 3127 1407 1386 1722 2885 2997 1567 1405 176 1195 2415 981 2536 1860 181 3041 2312 2795
2119,954 856 1975 987 1474 1575 825 1896 2474 119 505 1268 1154 2811 1325 1964 1317 1002 1797 2631 2841 1054 1596 1386 1088 2887 2196 1686 751 1129 2262 714 1861 3241 2464 836 2546 465 2885 2406 1299 1117 2957 2022 1203 2362 2652 155 876 2866
2120,2514 2940 1949 1336 968 494 1341 2125 3229 3178 1575 2031 329 1693 2312 2403 496 412 770 2039 2547 2537 1405 3032 2706 2464 1218 2622 859 2100 1677 2497 505 2190 756 2144 918 2814 662 427 1023 2536 2034 750 84 1793 2149 898 586 77
2121,1575 1034 2299 2651 1268 3189 2350 712 1861 231 1362 2182 3118 1048 98 2537 2810 1558 1804 2464 405 865 1941 2514 553 1200 1185 2312 598 2638 2022 1325 1213 1922 92 876 1193 545 525 444 1455 494 489 2474 2869 307 1568 505 163 2958
2122,1474 1861 865 1268 2885 2537 358 1770 471 1868 275 2351 1197 490 2474 2022 954 1185 1224 1386 2810 3142 1812 2855 465 2312 1325 2651 2464 3220 553 2455 3241 637 167 2392 2431 3041 2940 2193 2959 2841 2661 2652 1156 676 2514 1213 2182 25
2123,702 1673 117 496 1956 3078 2179 1307 457 2024 1197 1193 2754 945 1949 1348 494 417 1424 1734 1693 2928 2034 1681 2537 697 2885 2814 517 2222 716 2030 865 1835 3231 2351 3127 2602 230 1185 767 2007 2039 3110 1942 3037 1092 412 762 1923
2124,1575 505 1224 358 1325 2811 2196 1896 2977 1154 2631 987 1054 2841 335 1268 3241 3210 1861 25 836 1975 2546 119 2392 1185 676 1002 1299 243 2306 2866 458 2297 876 655 2957 2193 2887 1686 1755 629 2464 2885 3194 2406 1203 905 1386 1197
2125,2232 1185 2395 1362 1259 294 1034 1685 280 820 1573 2498 1837 2466 3118 2182 2464 2235 958 971 243 2103 865 2937 1936 1840 2810 2068 964 2812 2111 98 3237 1365 1027 1213 2291 1193 1999 1956 2932 3236 1032 307 2724 333 1945 2726 439 163
2126,1575 294 1034 2193 1770 2299 1362 545 1568 971 525 1684 98 231 1922 2380 2270 2651 2291 2374 2810 1156 1941 553 333 2496 405 938 3118 0 3189 1141 1195 598 490 471 1268 1325 1048 865 3181 2869 892 505 677 741 1389 712 876 3236
2127,280 698 1268 147 719 2958 166 3049 2710 1770 2474 1804 3257 1475 2072 2470 454 876 3189 2537 1193 2133 964 234 3118 2232 1558 598 2350 1868 241 1443 1048 358 517 2217 505 637 1941 2055 2810 1956 1547 1991 2115 1213 2921 655 976 2651
2128,2470 45 803 959 1371 596 2937 3090 2541 465 517 1818 924 3241 192 987 1195 1714 1200 2962 1737 1770 1379 3084 3145 988 868 2649 3059 2841 479 2714 2688 1020 1145 1560 2198 1268 2964 532 2810 1990 2223 2217 1348 490 1494 2819 1474 2111
2129,938 2115 714 3142 706 335 2312 2651 1386 1405 2455 384 1474 1307 1034 2031 2831 1861 2339 3241 277 333 2805 1755 2885 1797 2902 836 1156 1896 2193 2537 2464 1317 2380 2841 2392 275 3079 593 84 117 2022 1200 490 458 865 1224 2652 2350
2130,167 2174 749 1456 1505 821 1295 1765 333 2902 1605 486 3178 1009 1336 2339 939 296 1185 830 1536 3207 1324 2208 1829 334 2885 2781 3079 3190 1619 384 213 1195 2006 2206 697 1290 2899 2403 2312 1949 1465 412 1218 1365 485 385 639 1156
2131,2652 2726 2470 2320 1474 465 1200 115 1268 1784 2937 2176 1239 1770 2350 1818 2875 1575 517 865 2351 987 497 1443 1567 2474 454 2841 2976 2182 3209 959 1868 719 423 275 1956 1681 2217 2147 2464 3059 2551 3220 1714 470 1446 2127 2537 2616
2132,954 2977 856 1896 2113 2811 2779 2306 1861 2431 2297 335 613 1474 539 825 1002 1317 3241 3210 1015 2474 358 458 2887 1769 876 938 2089 2385 2362 1154 1152 1614 2805 2546 3201 2631 1450 2957 829 1947 2970 3142 553 155 25 337 2262 91
2133,3039 2435 2958 2850 2163 809 1386 270 2147 961 2274 2248 2179 2905 1410 1733 1804 1358 2703 702 566 1141 3150 1197 2724 59 935 1089 3051 2546 1278 651 98 517 114 288 596 2874 1239 720 2749 2649 2728 2311 1348 2353 3083 2211 2022 181
2134,3037 2902 2173 1575 2455 1307 939 275 1197 372 1891 3186 2174 545 2299 1573 1156 3206 505 384 2006 443 960 1195 164 1115 1001 1189 231 213 2066 2805 2795 865 3079 402 981 1496 3156 2034 334 2977 1119 644 2879 277 401 588 3182 655
2135,776 2805 1268 2499 2810 553 2417 1137 677 1558 598 444 2385 405 2734 1984 1873 2859 1549 2020 2565 2985 2809 2296 163 1912 2368 2128 1475 1362 1029 2836 3134 897 2225 544 1387 1957 1152 1613 1403 150 1852 191 1162 2852 1085 2076 2869 759
2136,1868 1020 1200 865 2455 2537 706 1575 2527 2107 845 1185 471 1770 2661 3142 294 384 1681 1455 1715 3040 3176 490 1958 454 697 2173 1386 2351 2885 2862 486 2392 1339 2022 2652 2855 1353 1056 443 122 1099 2821 2538 1170 976 1321 465 1755
2137,2173 905 704 593 51 1298 471 3162 1219 2082 1014 984 618 283 1001 847 346 2309 1212 2627 2002 454 505 2562 845 228 486 2544 2494 485 1846 1802 1020 376 422 334 939 167 3046 938 35 2522 2970 1856 2384 706 450 962 2885 856
2138,1474 865 1868 2455 637 1268 2470 655 2726 1455 2474 2902 2977 2921 3241 981 2022 976 2128 1386 3186 2885 2007 2006 1722 2299 964 2392 457 490 358 842 458 2464 2855 712 1115 3189 1119 2320 2833 2810 2182 1812 1755 2809 444 1106 2351 2514
2139,1317 1896 2474 1224 825 505 1474 2431 938 3210 1015 458 629 2362 337 91 2887 2316 2089 1002 2957 1686 876 155 3142 1861 1405 2196 987 2921 358 751 2631 2413 2805 1268 1154 2594 372 2841 1117 1269 2930 2297 2866 2262 2546 394 1450 1975
2140,2885 457 1200 2750 1034 3236 745 1505 2108 380 938 2514 2940 644 2470 1348 3109 299 2351 2066 1673 2312 2031 1465 521 333 1575 870 1818 1060 2127 1811 1749 1424 84 756 2831 814 417 3073 1307 471 2841 1567 1835 2100 968 167 117 259
2141,2007 637 2115 2124 2837 3156 678 714 2275 3176 443 676 370 1000 1681 1455 1474 960 92 372 2629 2971 402 2474 1185 1203 2174 976 358 99 2902 1353 1696 164 1618 401 522 741 3092 2821 2117 3147 1614 2805 2845 1755 1365 982 1005 2941
2142,954 1299 1154 2546 2550 2866 2474 1129 3150 231 3210 2406 836 2889 2413 2164 676 2113 905 3241 1268 458 1797 1200 1432 1117 829 2262 2129 2957 1088 655 335 119 2362 2306 243 629 2841 3142 692 1269 1644 1470 25 1770 1240 3194 2930 2652
2143,1034 553 2810 1268 307 1941 2652 2460 954 1197 490 2431 836 2217 1386 1213 2959 2942 1200 2930 405 964 266 167 431 358 525 2811 91 1377 1664 1224 1896 163 958 2193 1432 1969 2464 505 3220 829 2312 1857 155 2297 3194 814 677 1422
2144,2810 1268 677 1213 553 98 2217 1055 2499 2934 2651 2734 2072 1137 2385 2380 651 64 876 2320 1873 1048 2470 590 1984 2417 544 1575 1558 3150 734 776 1770 2193 1852 1957 1152 595 2225 712 1613 1386 2020 2565 829 2368 1200 815 2958 1547
