keyword,movieID
petraglia,32022 4347 31903 165635 1151 7767 26777 30890
rulli,4827 7767 193609 4387
cascio,7767 558 193609 4387
alessio,6818 7767 69860 70641 27689 1658 3289 49284 417 6954 81456 3843 199 896 7209 118 88812 2662 94070 1917 4126 2681 1845 113374 7299 526 4942 4237 841 1873 1702 27815 1415 26095 93134 99532 4298 2731 69251 63808 7116 277 4383 5932 718 8128 91414 3243 34397 26340 5088 2860 73 60408 91353 6773 3592 37477 91355 4721 2096 99149
boni,7767 131749 138208
chodorov,7879 3851 4831 7772 158783 8807 685 100390 59022 88954
strabel,2435 92637 3224 2892 7772 3272 71438 31030 3053 903 454 4577 3864 495 1114 426 25825 152 90243 7888 117133 3549 3280 1785 25906 2010 101577 3378 193581 8015
robison,116817 112749 49132 4040 52784 4845 98160 60937 27751 7781 5464 109846 3146 80586 34323 8907 34530 37384 109576 109317 70994 163981 159717 5942 1981 6290 151 1288 83976 581 80553 54785 67534 3510 102802 3331 6382 136511 5073 26726 152270 2196 1485 65188 31698 109864 119655 5507 2324 3253 41571 6493 4019 1956 4127 34334 59421 798 5991 3900 96829 5007 2347 1162 46948 5264 5151 86880 128592 44840 8578 1955 1661 44613 27075 2146 11 92694 100498 2609 7041 6958 6572 6954 3492 4340 37857 71494 1307 4159 4225 6957 1259 5333 2961 82854 42007 3484 149508
crash,53460 102993 53808 4811 3663 4091 3048 66427 3799 5672 1654 89028 118512 656 6696 448 3114 87306 27674 542 64167 2866 7782 4022 158027 241 3461 27837 4051 3833 2522 3987 39715 1719 33166 71252 944 3938 3250 117922 3478 3499 53453 142222 1483 6448 7083 1183 118702 74685 3467 4625 3409 65982 49793 102880 156675 72603 1894 33188 89804 731 108188 168612 1306 2462 2906
leyland,7782 134515 26599 7306 4967 26887 33312 71640 2826 1427 69453 4139 103596 64695 62849 101112 65359 172793 163809 5489 89072 3259 7786 4518 632 1589 52668 3395 2401 111551 164909 4174 27003 104129 2691 54259 2521 151695 57499 91077 3368 944 7261 96084 48214 103048 1132 208 33834 7840 111659 4519 51314 65651 161594 43396 99574 4157 103210 157172 160646 77201 2093 177765 56152 26562 7380 3095 2784 149902 117545 4306 41566 7247 44189 4721 99750 919 72733 93 69278 519 59501 1303 1339 888 270 7164 5109 166492 119141 53121 3400
roko,7786
belic,7786 53435 42723 6707 133832 83134 31030 142074 903 104272 68157 8033 95313 1201 61240 2761 184931 152071 94122 73321 52281
b.b,7786
kongar-ol,6713 8607 341 7786 68872 52885 27801 2368 2810 168254 2365 32554 26401 117533 54881 120637 66171 4701 6686 3070 2367 31664 123 79553 26681 2273 98633 1829 27426 3444 36850 42946 3414 7844 41569 876 59947 26547 861 2366 6721
ondar,7786
chahine,7789 120919 757 861 7486 27523 36931
gitai,7789
brigand,2632 7789 193609 4387
karimi,176329 61236 4422 51666 7789 118248 79536 98491 5478 6782 27784 31427 91323 27482 3945 110127 4445 184015 126548 90576 3046 92665 180297 134783
dolati,7789 152173 193609 4386
agelem,6818 7789 92008 5881 2912 3503 47640 126426 7312 6994
habibi,7327 5147 7396 7789 5925 90531 7328 42718 91890 141422 4810
sol,27627 74226 7802 6571
dorsey,4361 7802 4386 4388
conaway,27186 7810 7811 183959 7254 118930 94661 33126 168632 126090 102993 83374 522 63826 5137 91261 156371 118900 2772 5745 5382 88932 128542 71518 1900 95939 193 41716 2686 3358 69481 3194 3932 798 136305 163809 90405 117572 8012 115210 2921 128908 2170 6410 83969 4158 103085 89945 7820 102070 44761 101070 143001 4291 3505 91860 5465 6547 6341 8578 113159 31851 5588 6858 3150 956 2133 151769 163134 4714 3258 4862 5942 3328 2806 105593 87194 50806 8796 25887 160872 3063 2302 92475 26578 51471 6506 7234 2057 103984 4710 4476 307 2623 1611 8948 2097 41573 102481
greek,5299 78209 1184 2775 7811 109673 155743 3529 7757 54734 112911 136912 74530 3654 148424 4727 7458 5345
scoggins,7811 62836 4384 4387
jesús,7812
salvador,6695 4744 25771 24 4407 1103 7812 45503 5325 3374 75446 6022 7184
treviño,7812
tobolowsky,41724 8372 7815 38583 26840 802 4864 27722 93723 156706 7926 387 77709 4975 155288 9005 708 4338 6350 157 129 5053 44197 79897 144522 93805 4879 34332 2283 8865 2501 425 71264
isaksson,7820 573 1156 3507 2870 2736 3510 3331 6382 5073 26726 152270 1485 65188 31698 119655 2324 1956 4127 96829 1162 1955 1661 100498 2609 6954 3492 80584 149508 26401 51167 2697 47099 42004 92637 51884 112749 8530 4537 5925 90353 118896 99992 38294 2098 129937 6945 118198 452 5780 3727 1633 1350 45662 26694 52 42943 93721 7449 881 105197 4772 8835 3626 7127 136024 39449 130052 3888 91981 46865 2456 3089 5111 6961 113 4994 2370 428 44937 33310 25769 189043 59141 1326 4113 4521 6380 4353 67186 67267 1837 7926 3456 111732 3753 26778 73015 3910
birgitta,7820 76143 4386 4388
valberg,7820 2387 7317 2244 48698 107069 5329 3648 7348 94018 3283 553 8369 104272 2445 5893 64622 3981 1297 6951 60074 6 157108 1049 54736 124404 140850 6899 2193 38061 94677 5218 7025 880 69644 5580 162598 77364 2394 7031 2048 6868 5796 77667 1479 3315 160400 95543 160569 6764 5500 153 8937 1093
gunnel,44828 7938 85401 112852 122918 7820 92681 7937 5328 7360 5419 3574 3729 149902 132422
lindblom,6663 759 7938 7820 6288 7937 2552 2868 757 4294 6143 51498 5068 7308 8596 5975 147662 183295 6506 43556 102338 123 162828 1514 27584 46335 135569 67923 26547 102716 86644
collison,92730 4040 7822 3510 3331 6382 5073 152270 26726 1485 65188 31698 119655 2324 1956 4127 96829 1162 1955 1661 100498 2609 6954 3492 80584 149508 26401 2697 51167 42004 47099 92637 112749 51884 8530 5925 4537 90353 99992 118896 2098 38294 129937 6945 118198 5780 452 1633 3727 1350 45662 26694 52 42943 93721 881 105197 7449 4772 8835 3626 136024 7127 130052 39449 3888 91981 46865 2456 3089 5111 6961 113 4994 2370 428 44937 33310 25769 189043 59141 1326 4521 4113 6380 1837 67267 7926 67186 4353 3456 111732 26778 3753 73015 3910 451 333 87194
thorpe,86332 122916 165639 106072 58425 104074 102058 77206 7832 75805 7321 1036 165 3074 100498
lucile,47725 78836 3010 111360 1249 34072 1216 7832 4919 44937 79895 113705 6969 293 3053 104925 1533 110826 1527 8605 33437 40148 42718 4387 1419 109569 8604 74668 89087 8268 27193 105246 43419 27689 5628 5574 59369 54908 173291 36519 96861 8912 120635 100579 74851 64030
buzzell,34018 37211 6932 7835 49220 3114 8937
sayre,7840 2164 193609 4389
zübert,7843 6656 7245 107338 80549 6302 6568 1256 7900 7091
gregorowicz,143001 6567 1519 158402 7843 60471 40723 78218 3914 27674 3790 1484 5612 6012 6783 7372 86286 6710 184053 131480 2623 3948 67734 89580 112512 1746 1167 41716 4520 4733 2330 65037 49110 7449 165103 52299 80860 4231 74795 2400 158022 56801 46578 34321 158872 7 51037 54503 103606 981 102165 84772 2416 109897 5255 4149 34330 108156 48520 2 212 61729 91688 86014 2424 30825 96283 47644 110669 7150 65585 82852 67361 1784 801 5680 5152 2027 82095 49347 1629 184997 111785 127202 163639 44943 8574 102007 87430 176051 74754 1429 77414 1105 180297
zielcke,7843 60857 193609 4387
kin,4629 98633 7844 419 27802
siao,7844
gartin,2924 68872 62970 103235 7845 1395 81910 108949 852 2598 45440 1161 1675 26413 7108 173197 127180 971 157110 69988 26797 109383 889 6748 59667 3674 27176 3167 48744 146024 77455 5993 7154 3584 2605 1897 57183 177285 57528 2522 101741 64231 34528 1572 2852 7414 114126 8033 3235 55207 3145 125914 79251 149334 130050 6021 162578 112 823 7000 4027 258 80553 3764 291 7192 6618 5390 108928 5103 6387 8727 5863 490 27555 3879 4614 49961 44929 2609 92439 136540 485 482 1473
chuang,298 322 326 7023 232 82641 7846 7899 91981 101076 133377 876 4743 159093 66335 3117 79553 146684 39183 1635 58107 70984 97938 17 160569 6534 60046 50005 55253 100882 3996 142448
lorene,143458 71379 7879 55112 159077 72479 95309 184253 27328 1809 167538 115111 3808 5836 305 2883 143525 62155 32649 8748 90343 5689 90469 32917 21 56286 144734 31617 32515 38992 1646 140110 852 292 1551 4967 112138 4774 40962 474 2763 4885 115569 2081 3754 3093 832 106883 3802 134881 5220 488 2800
gilling,4961 759 6288 111551 7882 1686 2572 33896 2093 27803 757 600 3155 51498 48394 5068 46948 4975 147662 91784 2594 6049 183295 6506 43556 158388 152658 102338 123 162828 62376 1514 27584 46335 74624 4899 3692 135569 67923 26547 102716 86644
morell,41712 896 7882 26340 42718 7264 130578 26183 59369 74851 4454 6299 109383 95311 51086 57502 3677 151759 987 63179 91233 86286 5272 3991 50354 139511 141820 96815 2899 3398 23 118784 109161 2791 2364 104141 33801 301 1024 596 117133 18 46347 178613 32917 1135 87867 7789 95167 155168 69529 143559 3681 100397 947 2080 81417 33896 7019 175707 1466 8831 80748 27246 54372 182749 3483 6909 2090 153236 3066 5900 158254 7102 1029 7317 915 5945 89047 2018 7018 2868 1405 8426 4397 3266 141544 110286 42734 7845 156781 114627 159403 3213 4447 170297 1282 31696 84374
ardel,48394 7373 7883 57640 4902 103228 128838 180031 134853 6953 74226 153070 4011 1603 139644 147410 133798 1605 5073 2691 26599 2136 64499 2585 1884 7049 4056 6219 5818 84246 89028 74452 51575 5254 851 55854 8228 3896 64501 6571 4034 8057
buhagiar,7884
pastko,7884 4180 193609 4389
weinstock,70565 2542 2120 1100 5505 68600 471 2154 80590 96726 636 6572 4438 4440 3289 2668 7888 26401 326 26694 120637 98499 55253 6618 2609
vallee,7888 153 25947 2244 5329 3648 7348 553 3283 8369 2445 3981 1297 3426 3425 6 1049 124404 2193 38061 352 3943 135787 111551 880 60363 83374 3423 1840 2394 7031 2048 6868 77667 5796 1479 639 3315 85213 27627 5500 759 94130 84716 72330 298 144352 96567 1093 3424 3422 27397 4444 158027 7023 5055 446 2702 4412 41863 86892 1984 4441 232 33896 2930 148424 6534 848 177765 134775 72641 2975 30803 3604 132422 102025 137218 41724 38095 149508 2634 106696 3269 170 104337 180 1203 4263 4989 58078 82667 4438 1350 37844 5047 48744 1128 4671
jaeckel,30803 91386 7889 6464
ragona,71033 7891 193609 4387
salkow,1103 7891 6022
leicester,7937 141718 1825 4546 7891 88327 69 5874 5170 5218 3177 44022 79677 4355 99130 5041 7175 5292 4440 130976 167634 5572 981 1635 117922 178061 7261 165671 2651 157270 108156 31422 3799 65651 4735 112175 55492 32289 52279 33158 69644 151315 26764 2890 156025 93510 57522 112138 8361 52245 95543 160569 156607 4316 40959 106696 1196
bettoia,7891
isela,7895 7320 48412 457
n.b,7896
mariette,176329 34523 61236 1111 47725 26169 7896 2227 193567 158035 8270 27784 84187 27741 193565 6644 8804 31427 45880 91323 6319 60303 110127 31700 184015 126548 2708 90576 85334 7843 5799 44657 2418 908 3006 31909 171917 3046 3073 514 170837 145839 5801 25795 165635 164226 92665 83601 129657 105720 6143 180297 134783 5448 33683 6557
chu,298 7899 101076 159093 66335 146684 58107 160569
batt,7900
keys,60 7900 30890 1845 188189 71057 34532 1921 2353 1009 4850 183295 90439 87298 4225 2091 89118 1686 2038 3334 131724 7004 2457 6197 26999 91325 3654 4783 72874 8253 155820 104078 5313 1240 60979 56003
upton,7916 110771 56782
kohner,7916 2581 7114 148956 66203 92509 3390
renay,143458 55112 27328 7920 1809 290 115111 32914 143525 90343
mink,7082 7920 27426 3906
stole,1355 7920 175401 3882 158721 2860 3988 74727 52435 541 43836 80463 4642
awaji,27186 7924 193609 4388
misa,27772 573 7925 1156
uehara,62208 112512 27772 7925
yutaka,163056 7657 7926
sada,495 7926 193609 4387
quintin,7930 2924 62970 1395 852 2598 1161 26413 7108 971
robie,7930 52784 68835 27751 80586 3146 34323 34530 37384 109576 109317 70994 163981 159717 5942 1981 6290 151 1288 83976 581 80553 54785 67534 102802 136511 2196 109864 112749 5507 3253 4019 6493 41571 798 5991 59421 34334 3900 5007 2347 46948 5151 86880 5264 44840 128592 8578 44613 27075 2146 11 92694 7041 6572 6958 4845 98160 4340 71494 1307 37857 4159 4225 6957 1259 5333 82854 2961 42007 3484 6379 60937 4990 60516 5463 3499 4522 5480 188797 2262 97742 27846 103137 505 97860 113453 3899 176805 7562 179813 1401 1197 3574 2268 5464 26999 90717 109846
horgan,7934
sigge,7936
fürst,7936
birger,7937
malmsten,3344 7937 169958
veiller,7943 25927 25841 7944
lachman,7976 6433 136602 3987 8025 1395 4608 48872 714 2654 1004 735 381 320 169180 2473 5298 77561 7179 37477 6280 64969 4967 128991 52967 116411 96964 6786 4160 39444 3198 95377 2651 159415 1037 2182 7831 3731 2156 2313 79553 102088 51931 2643 6425 33815 65982 63515 27328 65514 142056 5710 3230 4053 274 2978 2212 128089 137 6789 6476 233 159403 965 7834 80478 4956 30803 103865 99917 6285 6611 7891 103366 6954 4373 2969 112580 62970 26614 516 158956 32657 171 3423 105211 1965 120919 5071 105746 132660 31610 1303 2558 5329 4849 108729 55241 289
chubbuck,92427 4679 4349 3794 1247 6533 45 2687 53460 158388 2779 8461 68444 27426 7727 4268 8632 106696 27826 7976 298 7899 101076 159093 66335 146684 58107 160569
bullard,5899 7820 7976 92234 170897
redding,102984 7979 82765 4602 47721 146 121171 160848 6039 79274 2784 2373 3673 84637 169912 6920 7646 306 3727 2686 130444 5498 4942 8501 106594 7115 3981 1336 67508 1034 35957 2972 85397 166 1280 98239 93193 5961 4284 1686 50445 104241 110541 27878 4826 4531 89343 373 6660 2427 81229 26236 61026 103810 118512 42734 2754 32598 7070 7325 92234 26764 6535 48649 116668 2804 27776 68486 26686 5630 3441 7844 74789 507 157340 1610 861 6181 182727
ravi,7979 4565 102852 102007
shankar,167706 7979 77177 52279 115170 6382 27373 51709 8093 3760 48001 5451 3145 4149 142598 8918 27869 88356 54648 7753 2766 2889 3414 187595 58162 122886 876 1735 6166 135216 1824 188301 122900 1210
mak,87834 7981 27802 36931 48516
chau-sang,298 7023 232 120919 757 861 7486 31223 71453 27523 87834 7981 1881 33237 4743 59947 876 3117 39183 1635 36931 312 27802 70984 97938 71640 609 128366 17 6534 3851 55253 543 3909 3996 5382 3790 142448 3265 4925 7786 109971 3197 33779 102066 3160 7076 6107 26750 3000 7745 132796 92243 27873 7107 103980 45382 1333 4957 33126 7050 26524 131013 8641 7001 1907 80241 287 4855 95497 94122 7379 51540 2154 74754 3906 733 4069 107348 3682 134853 7251 1376 4945 5027
jee-woon,7982 38095 128991 170551 82667 66785 26401 3265 1218 26612 61026 99910 68486 116169 7163 95 464 26585 3623 31685 26038 5420 44243 58 26681 1573 6387 5499 833
kap-su,7982
jung-ah,7982 3287 8500 62336 8795 109968 159061 116169 84716 162082 66785 6322 27523 149146 89761 148978 144352 135569 73488 72692 4239
yum,7982 45183 193609 4387
soo-jung,3287 7982 8500 62336 53161 8795 3760 109968 159061 116169 84716 162082 66785 6322 27523 149146 89761 148978 144352 135569 73488 72692 4239
lim,110350 7982 53161
apollo,150 1299 3338 54281 92192 2409 27002 101765 7983 128852 4225 6244 146656
haldeman,149 7986 3099 633 53143 5268 1236 5247 69251 5246 3724 4890 5497 4397 1904 1292 4917 1235 5039 5493 2372 3016 85259 4396 71129 60 8921 3200 3738 4804 8235 7479 87430 3682 34450 6433 136602 3987 8025 1395 4608 48872 714 2654 1004 381 735 320 2473 169180 5298 77561 7179 37477 6280 64969 4967 128991 52967 116411 96964 6786 4160 3198 39444 95377 2651 159415 1037 2182 7831 3731 2156 2313 79553 102088 51931 2643 6425 33815 65982 63515 27328 65514 142056 5710 3230 274 4053 2978 2212 128089 137 6789 233 6476 159403 965 7834
koslo,7986
naha,7987
purdy-gordon,7987 2050 2790 99764 7245 148881 5590 59915 3839 1018 1460 8138 6656 3008 2016 1885 2901 8967 54881 26865 128944 220 129 3837 7986 58492 3524 102735 174737 1007 27105 1497 7988 1030 7025 3987 50354 224 5258 34164 2315 3838 2139 1993 1992 6755 4915 1991 8677 1465 35347 2051 233 99437 34437 6159 2160 124484 7614 4203 3836 26283 26564 94262 66915 1631 41724 2876 3344 3018 64032 1011 130482 5919 46572 1235 7705 6603 280 5493 2123 91323 45732 97923 2517 42285 3663 86293 6302 4247 5752 2664 2095 3573 2098 7121 2287 7017 383
loane,7988
olwen,87197 5953 113280 151695 393 7988 8832 2972 110781 4446 1907 100882
fouéré,151695 7988 4383 4386
griffeth,4952 7991 4386 4388
barboura,7993 76301 8137 388 26059 48678 141866 103819 41716 4654 1068 3825 4487 251 2742 91784 4465 1352 1456 1051 7895 2257 109372 4203 5338 5224 110281 5696 6155
carbone,7993 131749 138208 131610
bryce,39869 81512 117529 160573 8010 187031 45730
yusuke,8012
sekiguchi,106927 60522 37495 104129 8012 5959 8529 57499 102338 49276 3421 61026 5720 26413 68486 5786 98503 100882
ki-duk,8014 30803 102025 48001
yeong-su,162082 341 8014 27801 102007
jong-ho,341 8014 1126 27801 193579 4452 111443 1060 171763 140725 130052 136800 105593 71668 161580 111320 3531 1465 100507 8372 179953 8376 116 112421 59022 3784 41724 126430 4900 93831 103233 58425 166635 802 50851 172705 4115 151557 45501 6330 111795 117572 8532 49110 94018 339 165103 104760 102070 2344 22 44840 61697 2605 3208 2353 4090 106330 524 2447 2145 359 46850 7041 174053 101076 648 89678 8972 105213 3912 4526 56176 3428 82053 1599 135887 6297 2318 2875 54281 2178 69606 8866 6936 1952 7258 122922 100737 91660 1686 4748 340 6264 8807 3785 159093 3625 1499
levitow,143525 107951 120761 148775 170597 581 4700 139859 8015 129779 60030 73042 130450 6732 146210 48385 1221 112006 81847
butch,1304 507 8015
hitomi,143525 8019 128914 183959 7141 496 7125 87522 3957 1042 2692 4255 1503 77427 162344 59018 4380 1243 99992 176 79073 331 7103 109483 85881 131130 5942 2867 26861 44004 26504 3958 3393 4340 1857 1100 6867 5452 8225 2840 2028 2629 149334 6033 1948 1667 2822 3130 130087 68835 544 26887 4687 7102 6476 72720 115969 64010 65601 1979 7460 168350 97752 2017 1500 7294 4304 160980 2915 100843 80584 2260 2476 4180 66198 3966 96471 113186 142420 1731 1614 5925 3525 142488 62849 4608 2375 3370 5081 27002 139855 55946 8379 67193 164 2407 52831 1426 59421
kuroki,8019 63276 93610 101962
kanno,27156 163056 8327 68945 8370 8019 84187 104283 31973 70533 106873 5051 5434 6400 3966 2662 105250 171495 26313 132362 1480 2912 132153 7772 22 26133 4093 343 25788 2971 25952 4477 97470 6203 61071 2201 26745 879 48883 7083 60289 7004 50800 5372 114678 84246 1413 431 4131 8331 4164 7219 4527 33669 58107 4635 104875 5189 7727 41566 7247 533 7212 6358
mirei,8019 26662 33801
oguchi,104129 8019 5959 8529 57499 102338 49276 3421 61026 5720 26413 68486 5786 98503 100882
chukhray,8025 146684 160569 178615 298 7899 670 101076 668 159093 66335 58107 6918 363 57669 8753 6932 2097 140525 140133 351 62792 104837 7294 107945 8958 1840 4138 39381 1427 4410 93838 6225 50794 70637 2088 1086 2668 4831 32302 111844 2745 68552 40148 6695 93139 2077 76030 32469 6273 4553 6342 7705 6323 504 59129 4378 102278 5959 4978 1589 1938 3933 103 3150 3586 688 1009 193587 127132 64231 1103 2661 117922 4412 43333 67695 136359 27778 43932 3129 5746 5239 97860 130050 1189 67888 74580 78746 8918 37727 3262 74685 86628 3271 4660 82093 5218 55995
mashkov,8025 53460 158402 4811 3663 66427 3799 5672 1654 89028 3114
yekaterina,160080 8025 31433 1126 936 149144 4546 147330 172793 64114 999 62155 162602 3408 59131 147250 147326 147286 3591 66097 49110 146028 132153 5214 4361 5746 42761 4617 8713 158388 4673 132454 3471 173535 156726 3948 5617 147328 6033 110541 122246 82852 166558 31049 6170 5338 49666 83374 1596 445 31700 111146 86487 171867 89470 6493 122260 3862 3993 2771 34532 45672 33725 52644 49286 81562 108190 4775 728 103801 78264 140267 149011 1836 1755 90430 3150 7361 2130 64622 6187 5524 7454 65130 169958 26539 164647 4823 5316 65577 3040 91842 110771 2590 135885 69712 32589 134808 48696
rednikova,8025 93838 77893 5694 47721 110501 121171 5693 160848 6039 79274 2784 2373 3673 84637 169912 6920 7646 306 3727 2686 130444 5498 4942 8501 106594 7115 3981 1336 67508 35957 1034 2972 85397 166 1280 98239 93193 5961 1686 4284 50445 104241 110541 27878 4826 4531 89343 373 6660 2427 81229 26236 61026 103810 118512 42734 2754 32598 7070 7325 92234 26764 6535 48649 116668 2804 68486 27776 26686 5630 3441 7844 74789 507 157340 1610 861 6181 182727
filipchuk,8025 4967 8844 298 7899 101076 159093 66335 146684 58107 160569
magherini,8035 149144 64114 162602 3408 59131 5746 8713 158388 132454 5617 160080 122246 49666
proval,8042 2244 5329 3648 7348 553 3283 8369 2445 3981 1297 6 1049 124404 2193 38061 880 2394 7031 2048 6868 5796 77667 1479 3315 5500 153 1093
mccall,182293 100611 182299 176389 32582 95067 79299 8043 26249 101360 27784 532 4932 172233 46970 72405 1468 75816 1009 7810 47516 2302 32371 90439 110882 2349 4626 168492 2892 4574 1214 678 555 8617 76743 8860 147372 3832 95738 110286 104017 149352 95163 6141 166461 1440 62081 876 121781 92665
steinmiller,59295 72330 5875 6124 122904 113573 7009 61401 26539 32584 1366 27537 719 3702 3703 151317 122882 6237 32587 2384 2500 5575 108932 91386 71264 105746 3704 170 4428 142420 92665 2323 138204 4263 49274 3641 27831 1426 7046 175475 5323 168266 248 7993 84847 60753 96821 60894 136666 7142 190209 1981 4247 778 54259 1030 3115 3737 50954 74342 25870 59026 91077 185 101088 80363 74946 8948 99122 2893 1679 4822 179053 1498 119714 842 1245 4477 1974 4030 103609 3743 66783 26745 78959 879 90647 4871 1456 7004 50800 34 3945 127212 127319 2469 1975 6425 6624
vinson,8371 104457 8044 5507 6280 5665 3298 104243 61350 3300 135532 44197 130634 112852 32017 170875 67923 4369 3510 102716 3331 6382 86644 5073 26726 152270 1485 65188 31698 119655 2324 1956 4127 96829 1162 1955 1661 100498 2609 6954 3492 149508 80584 26401 51167 2697 42004 92637 47099 51884 112749 8530 5925 4537 90353 118896 99992 2098 38294 129937 6945 118198 5780 452 1633 3727 1350 45662 26694 52 42943 93721 7449 8835 881 4772 105197 3626 136024 7127 39449 130052 3888 91981 46865 2456 3089 5111 4994 6961 113 2370 428 44937 25769 33310 59141 189043 1326
boatman,143511 8045 6433 136602 3987 8025 1395 4608 48872 714 2654 1004 381 735 320 2473 169180 5298 77561 7179 37477 6280 64969 4967 128991 52967 116411 96964 6786 4160 39444 3198 95377 2651 159415 1037 2182 7831 3731 2156 2313 79553 102088 51931 2643 6425 33815 65982 63515 27328 65514 142056 5710 3230 4053 274 2978 2212 128089 137 233 6789 6476 159403 965 7834 80478 4956 30803 103865 99917 6285 6611 7891 103366 4373 6954 2969 112580 62970 26614 516 32657 158956 171 5071 3423 120919 105211 1965 132660 105746 31610 1303 5329 2558 108729 4849 55241
brimble,8092
je-kyu,8093 27869 193609 4392
suk-kyu,8093
min-sik,27773 111360 82667 42632 27426 8093 3906
choi,7879 3851 158783 27773 178615 111360 82667 71304 8807 158874 685 42632 8093 79553 100390 26736 59022 88954
yunjin,120919 8093 6382 4334 50005 103772 31221 72178 76091 152591 46322 92243 8157 102088 45183
millard,182293 26792 55250 70208 1840 8094 134246 96691 131023 60937 3624 104241 5219 80880 85056 6527 43928 55232 6710 170297 80363 3132 4146 44020 6156 3053 8861 6720 5841 1527
spang,61465 6909 136834 298 50800 1514 7023 8117 232 6506 4743 3117 39183 1635 70984 97938 17 6534 55253 3996 142448
bodnia,5299 155743 8117 26947 27124 70932 87522 1621 3298 69 43558 31422 8364 52279 3646 2975 1477 2812
dejan,95654 26631 92427 8117 4347 1151 1556 1354 50872 82 1446 377 8138 26308 32460 5425 181719 1357 173963 2632 4265 6064 5912 7936 42176 4128 152065 3182 68536 7757 89118 59026 5341 7562 172013 736 1860 27450 8656 6564 87834 3736 8533 2719
cukic,8117
drago,128842 71033 2411 345 68952 1192 27683 3115 45175 8118 5255 118270 141 4705 203 128975
seneca,27186 92637 8119 81087 5618
pouliot,67508 5962 27105 4439 151745 78264 8121 3974 4615
boutin,2924 8121 62970 1395 852 2598 1161 26413 7108 971
laurier,26401 26713 47725 4740 47978 4236 7981 8121 58554 158035 27741 193565 27802 2625 177615 60303 1806 6506 3726 2107 1167 117133 96935 128620 62644 45081 70994 8983 1941 3468 79572 56145 113416 5480 1345 4846 69495 4584 59016 4131 54785 1983 3157 132046 2312 7380 425 3045 121781
sudermann,4970 8125 175781 55555 66 91860 144222 2912 76143 6777 4926 130842 6021 184245 47044 2467 6 5867 116505 5573 8617 8331 4164 114335 1588 5497 5189 4210 4380 5051 5434 5489 7063 74275 6400 69640 3966 68135 2447 44555 1211 67508 2662 1893 7082 105250 71867 171495 26313 185473 5443 132362 1480 31410 7181 132153 5666 7772 22 31522 4187 8875 26133 7124 73854 3708 8385 6429 6684 784 1946 6345 3006 8798 4093 99117 7411 343 25788 2971 120637 66509 25952 2526 110771 148956 64501 4477 97470 6203 2201 26745 61071 879 3378 101072 5009 48883 7083
gaspard,2557 6214 78836 140162 96945 8128 50804 27721
manesse,32314 54785 136353 2194 70994 8128 99191 6581 6433 136602 3987 8025 1395 4608 48872 714 2654 1004 381 735 320 2473 169180 5298 77561 7179 37477 6280 64969 4967 128991 52967 116411 96964 6786 4160 3198 39444 95377 2651 159415 1037 2182 7831 3731 2156 79553 2313 102088 51931 2643 6425 33815 65982 63515 27328 65514 142056 5710 3230 274 4053 2978 2212 128089 137 6789 6476 233 159403 965 7834 80478 4956 103865 30803 99917 6285 6611 7891 103366 6954 4373 2969 112580 26614 516 62970 158956 32657 171 120919 105211 1965 3423 5071 132660 105746 31610
fejtö,8128
racette,8128 4728 114847 154358 4396 178613 7991 88699 1083 109850 61248 170357 3175 87876 173873 7324 104245 70286 40946 138966 2167 133798 27373 129229 112460 111551 3033 72591 81782 174909 79057 176935 6882 39307 7394 1876 4799 4617 73808 6796 3078 33166 6350 104243 15 142550 3576 66171 70492 65682 91660 3185 1201 58297 87520 116419 137859 2377 106002 170957 189333 3652 5046 4987 27664 2533 1010 78088 5479 3593 173291 7833 4397 2089 1881 3802 73268 152071 70305 4643 103249 165101 57326 179511 167064 64997 3214 101025 122916 6365 3032 58078 2748 81834
zaring,176329 71160 61236 8131 27784 2116 31427 91323 110127 6242 4993 66198 184015 64839 4139 420 7335 126548 2226 90576 32743 2824 5679 44761 27839 8494 3046 49651 4002 175435 2050 73808 88235 4946 6514 92665 5060 86892 117630 103137 102033 134783 180297 7584 106489 74510 3832 2568 965 93510 1228 2179 147328 87430 7153
pollexfen,1299 54281 92760 101765 189381 95149 84414 8136 2643 27155 104419 103233
dwiggins,441 146730 92760 8136
kinta,8137 4629 98633 7844 419 27802
zertuche,8137
eisley,132618 134515 26599 8137 7306 91974
vickers,8138 71302 84246 5139 136850 68959 103210 5189 4142 26492
shô,27480 58870 8142 68959 27549 104837
aikawa,27186 27480 58870 8142 68959 27549
riki,27480 65037 8142 79501 1126
renji,143458 55112 27328 8142 43289 1809 115111 143525 90343
ishibashi,6668 91981 3289 1757 27604 232 102088 27032 8983 40578 53460 36931 60046 861 8142 43289 27317 4811 3663 66427 3799 5672 1654 89028 3114
ophüls,8143
corwin,8153 85881 6331 1900 109895 2330 138966 2718 113849 2847 7259 5752 852 105593 3270 2794 94015 2042 2623 1021 5437 4396 3801 92348 52724 2552 8810 6699 5080 4035 43908 7078 92509 3135 48416 6425 5309 5768 59333 7016 79702 54732 42015 274 118512 2294 801 1006 2108 2081 673 58162 131130 170937 8376 8989 2751 8526 62799 7839 7091 5499 122246 72733 73804 7255 33826 93272 4568 145935 152037 6155
ekberg,2387 8154 32917 7317 48698 107069 94018 104272 5893 64622 6951 60074 157108 54736 140850 6899 94677 5218 7025 69644 5580 162598 77364 160400 95543 160569 6764 8937
okiura,2624 8157 193609 4388
